log10.xvals,log10.ccdf,
7278,2.8620120513,-Inf
7279,2.8620717194,-Inf
7280,2.8621313793,-Inf
7281,2.8621910311,-Inf
7282,2.8622506746,-Inf
7283,2.86231031,-Inf
7284,2.8623699371,-Inf
7285,2.8624295561,-Inf
7286,2.8624891669,-Inf
7287,2.8625487695,-Inf
7288,2.862608364,-Inf
7289,2.8626679502,-Inf
7290,2.8627275283,-Inf
7291,2.8627870982,-Inf
7292,2.86284666,-Inf
7293,2.8629062136,-Inf
7294,2.862965759,-Inf
7295,2.8630252962,-Inf
7296,2.8630848253,-Inf
7297,2.8631443463,-Inf
7298,2.863203859,-Inf
7299,2.8632633637,-Inf
7300,2.8633228601,-Inf
7301,2.8633823484,-Inf
7302,2.8634418286,-Inf
7303,2.8635013006,-Inf
7304,2.8635607645,-Inf
7305,2.8636202203,-Inf
7306,2.8636796679,-Inf
7307,2.8637391073,-Inf
7308,2.8637985387,-Inf
7309,2.8638579619,-Inf
7310,2.863917377,-Inf
7311,2.8639767839,-Inf
7312,2.8640361827,-Inf
7313,2.8640955734,-Inf
7314,2.864154956,-Inf
7315,2.8642143305,-Inf
7316,2.8642736968,-Inf
7317,2.864333055,-Inf
7318,2.8643924052,-Inf
7319,2.8644517472,-Inf
7320,2.8645110811,-Inf
7321,2.8645704069,-Inf
7322,2.8646297245,-Inf
7323,2.8646890341,-Inf
7324,2.8647483356,-Inf
7325,2.864807629,-Inf
7326,2.8648669143,-Inf
7327,2.8649261915,-Inf
7328,2.8649854607,-Inf
7329,2.8650447217,-Inf
7330,2.8651039746,-Inf
7331,2.8651632195,-Inf
7332,2.8652224563,-Inf
7333,2.865281685,-Inf
7334,2.8653409056,-Inf
7335,2.8654001182,-Inf
7336,2.8654593227,-Inf
7337,2.8655185191,-Inf
7338,2.8655777074,-Inf
7339,2.8656368877,-Inf
7340,2.8656960599,-Inf
7341,2.8657552241,-Inf
7342,2.8658143802,-Inf
7343,2.8658735282,-Inf
7344,2.8659326682,-Inf
7345,2.8659918001,-Inf
7346,2.866050924,-Inf
7347,2.8661100398,-Inf
7348,2.8661691476,-Inf
7349,2.8662282474,-Inf
7350,2.8662873391,-Inf
7351,2.8663464227,-Inf
7352,2.8664054984,-Inf
7353,2.866464566,-Inf
7354,2.8665236255,-Inf
7355,2.8665826771,-Inf
7356,2.8666417206,-Inf
7357,2.866700756,-Inf
7358,2.8667597835,-Inf
7359,2.8668188029,-Inf
7360,2.8668778143,-Inf
7361,2.8669368177,-Inf
7362,2.8669958131,-Inf
7363,2.8670548005,-Inf
7364,2.8671137798,-Inf
7365,2.8671727512,-Inf
7366,2.8672317145,-Inf
7367,2.8672906699,-Inf
7368,2.8673496172,-Inf
7369,2.8674085565,-Inf
7370,2.8674674879,-Inf
7371,2.8675264112,-Inf
7372,2.8675853265,-Inf
7373,2.8676442339,-Inf
7374,2.8677031333,-Inf
7375,2.8677620247,-Inf
7376,2.867820908,-Inf
7377,2.8678797835,-Inf
7378,2.8679386509,-Inf
7379,2.8679975103,-Inf
7380,2.8680563618,-Inf
7381,2.8681152053,-Inf
7382,2.8681740409,-Inf
7383,2.8682328684,-Inf
7384,2.868291688,-Inf
7385,2.8683504996,-Inf
7386,2.8684093033,-Inf
7387,2.868468099,-Inf
7388,2.8685268868,-Inf
7389,2.8685856666,-Inf
7390,2.8686444384,-Inf
7391,2.8687032023,-Inf
7392,2.8687619582,-Inf
7393,2.8688207062,-Inf
7394,2.8688794462,-Inf
7395,2.8689381783,-Inf
7396,2.8689969025,-Inf
7397,2.8690556187,-Inf
7398,2.869114327,-Inf
7399,2.8691730273,-Inf
7400,2.8692317197,-Inf
7401,2.8692904042,-Inf
7402,2.8693490808,-Inf
7403,2.8694077494,-Inf
7404,2.8694664101,-Inf
7405,2.8695250629,-Inf
7406,2.8695837077,-Inf
7407,2.8696423447,-Inf
7408,2.8697009737,-Inf
7409,2.8697595948,-Inf
7410,2.869818208,-Inf
7411,2.8698768133,-Inf
7412,2.8699354106,-Inf
7413,2.8699940001,-Inf
7414,2.8700525817,-Inf
7415,2.8701111554,-Inf
7416,2.8701697211,-Inf
7417,2.870228279,-Inf
7418,2.870286829,-Inf
7419,2.8703453711,-Inf
7420,2.8704039053,-Inf
7421,2.8704624316,-Inf
7422,2.87052095,-Inf
7423,2.8705794606,-Inf
7424,2.8706379632,-Inf
7425,2.870696458,-Inf
7426,2.8707549449,-Inf
7427,2.8708134239,-Inf
7428,2.8708718951,-Inf
7429,2.8709303583,-Inf
7430,2.8709888138,-Inf
7431,2.8710472613,-Inf
7432,2.871105701,-Inf
7433,2.8711641328,-Inf
7434,2.8712225568,-Inf
7435,2.8712809729,-Inf
7436,2.8713393811,-Inf
7437,2.8713977815,-Inf
7438,2.871456174,-Inf
7439,2.8715145587,-Inf
7440,2.8715729355,-Inf
7441,2.8716313045,-Inf
7442,2.8716896657,-Inf
7443,2.871748019,-Inf
7444,2.8718063645,-Inf
7445,2.8718647021,-Inf
7446,2.8719230319,-Inf
7447,2.8719813538,-Inf
7448,2.872039668,-Inf
7449,2.8720979743,-Inf
7450,2.8721562727,-Inf
7451,2.8722145634,-Inf
7452,2.8722728462,-Inf
7453,2.8723311212,-Inf
7454,2.8723893884,-Inf
7455,2.8724476478,-Inf
7456,2.8725058993,-Inf
7457,2.8725641431,-Inf
7458,2.872622379,-Inf
7459,2.8726806072,-Inf
7460,2.8727388275,-Inf
7461,2.87279704,-Inf
7462,2.8728552447,-Inf
7463,2.8729134416,-Inf
7464,2.8729716307,-Inf
7465,2.8730298121,-Inf
7466,2.8730879856,-Inf
7467,2.8731461513,-Inf
7468,2.8732043093,-Inf
7469,2.8732624594,-Inf
7470,2.8733206018,-Inf
7471,2.8733787364,-Inf
7472,2.8734368632,-Inf
7473,2.8734949823,-Inf
7474,2.8735530935,-Inf
7475,2.873611197,-Inf
7476,2.8736692927,-Inf
7477,2.8737273806,-Inf
7478,2.8737854608,-Inf
7479,2.8738435332,-Inf
7480,2.8739015979,-Inf
7481,2.8739596547,-Inf
7482,2.8740177039,-Inf
7483,2.8740757452,-Inf
7484,2.8741337788,-Inf
7485,2.8741918047,-Inf
7486,2.8742498228,-Inf
7487,2.8743078331,-Inf
7488,2.8743658357,-Inf
7489,2.8744238306,-Inf
7490,2.8744818177,-Inf
7491,2.8745397971,-Inf
7492,2.8745977687,-Inf
7493,2.8746557326,-Inf
7494,2.8747136888,-Inf
7495,2.8747716372,-Inf
7496,2.8748295779,-Inf
7497,2.8748875108,-Inf
7498,2.8749454361,-Inf
7499,2.8750033536,-Inf
7500,2.8750612634,-Inf
7501,2.8751191655,-Inf
7502,2.8751770598,-Inf
7503,2.8752349465,-Inf
7504,2.8752928254,-Inf
7505,2.8753506966,-Inf
7506,2.8754085601,-Inf
7507,2.8754664159,-Inf
7508,2.8755242639,-Inf
7509,2.8755821043,-Inf
7510,2.875639937,-Inf
7511,2.875697762,-Inf
7512,2.8757555793,-Inf
7513,2.8758133888,-Inf
7514,2.8758711907,-Inf
7515,2.8759289849,-Inf
7516,2.8759867714,-Inf
7517,2.8760445502,-Inf
7518,2.8761023214,-Inf
7519,2.8761600848,-Inf
7520,2.8762178406,-Inf
7521,2.8762755887,-Inf
7522,2.8763333291,-Inf
7523,2.8763910618,-Inf
7524,2.8764487869,-Inf
7525,2.8765065043,-Inf
7526,2.876564214,-Inf
7527,2.876621916,-Inf
7528,2.8766796104,-Inf
7529,2.8767372971,-Inf
7530,2.8767949762,-Inf
7531,2.8768526476,-Inf
7532,2.8769103113,-Inf
7533,2.8769679674,-Inf
7534,2.8770256159,-Inf
7535,2.8770832567,-Inf
7536,2.8771408898,-Inf
7537,2.8771985153,-Inf
7538,2.8772561331,-Inf
7539,2.8773137433,-Inf
7540,2.8773713459,-Inf
7541,2.8774289408,-Inf
7542,2.8774865281,-Inf
7543,2.8775441077,-Inf
7544,2.8776016797,-Inf
7545,2.8776592441,-Inf
7546,2.8777168009,-Inf
7547,2.87777435,-Inf
7548,2.8778318915,-Inf
7549,2.8778894254,-Inf
7550,2.8779469516,-Inf
7551,2.8780044703,-Inf
7552,2.8780619813,-Inf
7553,2.8781194847,-Inf
7554,2.8781769805,-Inf
7555,2.8782344687,-Inf
7556,2.8782919492,-Inf
7557,2.8783494222,-Inf
7558,2.8784068876,-Inf
7559,2.8784643453,-Inf
7560,2.8785217955,-Inf
7561,2.8785792381,-Inf
7562,2.878636673,-Inf
7563,2.8786941004,-Inf
7564,2.8787515202,-Inf
7565,2.8788089324,-Inf
7566,2.878866337,-Inf
7567,2.878923734,-Inf
7568,2.8789811234,-Inf
7569,2.8790385052,-Inf
7570,2.8790958795,-Inf
7571,2.8791532462,-Inf
7572,2.8792106053,-Inf
7573,2.8792679568,-Inf
7574,2.8793253008,-Inf
7575,2.8793826372,-Inf
7576,2.879439966,-Inf
7577,2.8794972872,-Inf
7578,2.8795546009,-Inf
7579,2.8796119071,-Inf
7580,2.8796692056,-Inf
7581,2.8797264966,-Inf
7582,2.8797837801,-Inf
7583,2.879841056,-Inf
7584,2.8798983243,-Inf
7585,2.8799555851,-Inf
7586,2.8800128384,-Inf
7587,2.8800700841,-Inf
7588,2.8801273222,-Inf
7589,2.8801845528,-Inf
7590,2.8802417759,-Inf
7591,2.8802989914,-Inf
7592,2.8803561994,-Inf
7593,2.8804133999,-Inf
7594,2.8804705928,-Inf
7595,2.8805277782,-Inf
7596,2.8805849561,-Inf
7597,2.8806421264,-Inf
7598,2.8806992892,-Inf
7599,2.8807564445,-Inf
7600,2.8808135923,-Inf
7601,2.8808707325,-Inf
7602,2.8809278653,-Inf
7603,2.8809849905,-Inf
7604,2.8810421082,-Inf
7605,2.8810992184,-Inf
7606,2.8811563211,-Inf
7607,2.8812134163,-Inf
7608,2.8812705039,-Inf
7609,2.8813275841,-Inf
7610,2.8813846568,-Inf
7611,2.8814417219,-Inf
7612,2.8814987796,-Inf
7613,2.8815558298,-Inf
7614,2.8816128725,-Inf
7615,2.8816699077,-Inf
7616,2.8817269354,-Inf
7617,2.8817839556,-Inf
7618,2.8818409683,-Inf
7619,2.8818979736,-Inf
7620,2.8819549713,-Inf
7621,2.8820119616,-Inf
7622,2.8820689444,-Inf
7623,2.8821259198,-Inf
7624,2.8821828876,-Inf
7625,2.882239848,-Inf
7626,2.8822968009,-Inf
7627,2.8823537464,-Inf
7628,2.8824106844,-Inf
7629,2.8824676149,-Inf
7630,2.882524538,-Inf
7631,2.8825814536,-Inf
7632,2.8826383617,-Inf
7633,2.8826952624,-Inf
7634,2.8827521556,-Inf
7635,2.8828090414,-Inf
7636,2.8828659197,-Inf
7637,2.8829227906,-Inf
7638,2.882979654,-Inf
7639,2.88303651,-Inf
7640,2.8830933586,-Inf
7641,2.8831501997,-Inf
7642,2.8832070334,-Inf
7643,2.8832638596,-Inf
7644,2.8833206784,-Inf
7645,2.8833774897,-Inf
7646,2.8834342937,-Inf
7647,2.8834910902,-Inf
7648,2.8835478793,-Inf
7649,2.8836046609,-Inf
7650,2.8836614352,-Inf
7651,2.883718202,-Inf
7652,2.8837749614,-Inf
7653,2.8838317133,-Inf
7654,2.8838884579,-Inf
7655,2.883945195,-Inf
7656,2.8840019248,-Inf
7657,2.8840586471,-Inf
7658,2.884115362,-Inf
7659,2.8841720695,-Inf
7660,2.8842287696,-Inf
7661,2.8842854623,-Inf
7662,2.8843421476,-Inf
7663,2.8843988256,-Inf
7664,2.8844554961,-Inf
7665,2.8845121592,-Inf
7666,2.8845688149,-Inf
7667,2.8846254633,-Inf
7668,2.8846821042,-Inf
7669,2.8847387378,-Inf
7670,2.8847953639,-Inf
7671,2.8848519827,-Inf
7672,2.8849085942,-Inf
7673,2.8849651982,-Inf
7674,2.8850217949,-Inf
7675,2.8850783841,-Inf
7676,2.8851349661,-Inf
7677,2.8851915406,-Inf
7678,2.8852481078,-Inf
7679,2.8853046676,-Inf
7680,2.88536122,-Inf
7681,2.8854177651,-Inf
7682,2.8854743028,-Inf
7683,2.8855308332,-Inf
7684,2.8855873562,-Inf
7685,2.8856438718,-Inf
7686,2.8857003801,-Inf
7687,2.8857568811,-Inf
7688,2.8858133747,-Inf
7689,2.8858698609,-Inf
7690,2.8859263398,-Inf
7691,2.8859828114,-Inf
7692,2.8860392756,-Inf
7693,2.8860957324,-Inf
7694,2.886152182,-Inf
7695,2.8862086242,-Inf
7696,2.886265059,-Inf
7697,2.8863214866,-Inf
7698,2.8863779068,-Inf
7699,2.8864343196,-Inf
7700,2.8864907252,-Inf
7701,2.8865471234,-Inf
7702,2.8866035143,-Inf
7703,2.8866598979,-Inf
7704,2.8867162741,-Inf
7705,2.8867726431,-Inf
7706,2.8868290047,-Inf
7707,2.886885359,-Inf
7708,2.886941706,-Inf
7709,2.8869980457,-Inf
7710,2.8870543781,-Inf
7711,2.8871107031,-Inf
7712,2.8871670209,-Inf
7713,2.8872233314,-Inf
7714,2.8872796345,-Inf
7715,2.8873359304,-Inf
7716,2.887392219,-Inf
7717,2.8874485002,-Inf
7718,2.8875047742,-Inf
7719,2.8875610409,-Inf
7720,2.8876173003,-Inf
7721,2.8876735525,-Inf
7722,2.8877297973,-Inf
7723,2.8877860348,-Inf
7724,2.8878422651,-Inf
7725,2.8878984881,-Inf
7726,2.8879547038,-Inf
7727,2.8880109122,-Inf
7728,2.8880671134,-Inf
7729,2.8881233073,-Inf
7730,2.8881794939,-Inf
7731,2.8882356733,-Inf
7732,2.8882918454,-Inf
7733,2.8883480102,-Inf
7734,2.8884041677,-Inf
7735,2.888460318,-Inf
7736,2.8885164611,-Inf
7737,2.8885725969,-Inf
7738,2.8886287254,-Inf
7739,2.8886848467,-Inf
7740,2.8887409607,-Inf
7741,2.8887970675,-Inf
7742,2.888853167,-Inf
7743,2.8889092593,-Inf
7744,2.8889653443,-Inf
7745,2.8890214221,-Inf
7746,2.8890774927,-Inf
7747,2.889133556,-Inf
7748,2.889189612,-Inf
7749,2.8892456609,-Inf
7750,2.8893017025,-Inf
7751,2.8893577369,-Inf
7752,2.889413764,-Inf
7753,2.889469784,-Inf
7754,2.8895257967,-Inf
7755,2.8895818021,-Inf
7756,2.8896378004,-Inf
7757,2.8896937914,-Inf
7758,2.8897497753,-Inf
7759,2.8898057519,-Inf
7760,2.8898617213,-Inf
7761,2.8899176834,-Inf
7762,2.8899736384,-Inf
7763,2.8900295862,-Inf
7764,2.8900855267,-Inf
7765,2.8901414601,-Inf
7766,2.8901973862,-Inf
7767,2.8902533052,-Inf
7768,2.8903092169,-Inf
7769,2.8903651214,-Inf
7770,2.8904210188,-Inf
7771,2.890476909,-Inf
7772,2.8905327919,-Inf
7773,2.8905886677,-Inf
7774,2.8906445363,-Inf
7775,2.8907003977,-Inf
7776,2.8907562519,-Inf
7777,2.890812099,-Inf
7778,2.8908679388,-Inf
7779,2.8909237715,-Inf
7780,2.890979597,-Inf
7781,2.8910354153,-Inf
7782,2.8910912265,-Inf
7783,2.8911470304,-Inf
7784,2.8912028273,-Inf
7785,2.8912586169,-Inf
7786,2.8913143994,-Inf
7787,2.8913701747,-Inf
7788,2.8914259428,-Inf
7789,2.8914817038,-Inf
7790,2.8915374577,-Inf
7791,2.8915932043,-Inf
7792,2.8916489439,-Inf
7793,2.8917046762,-Inf
7794,2.8917604015,-Inf
7795,2.8918161195,-Inf
7796,2.8918718304,-Inf
7797,2.8919275342,-Inf
7798,2.8919832309,-Inf
7799,2.8920389203,-Inf
7800,2.8920946027,-Inf
7801,2.8921502779,-Inf
7802,2.892205946,-Inf
7803,2.8922616069,-Inf
7804,2.8923172607,-Inf
7805,2.8923729074,-Inf
7806,2.8924285469,-Inf
7807,2.8924841794,-Inf
7808,2.8925398047,-Inf
7809,2.8925954228,-Inf
7810,2.8926510339,-Inf
7811,2.8927066378,-Inf
7812,2.8927622346,-Inf
7813,2.8928178243,-Inf
7814,2.8928734069,-Inf
7815,2.8929289824,-Inf
7816,2.8929845507,-Inf
7817,2.893040112,-Inf
7818,2.8930956661,-Inf
7819,2.8931512131,-Inf
7820,2.8932067531,-Inf
7821,2.8932622859,-Inf
7822,2.8933178116,-Inf
7823,2.8933733302,-Inf
7824,2.8934288418,-Inf
7825,2.8934843462,-Inf
7826,2.8935398436,-Inf
7827,2.8935953338,-Inf
7828,2.893650817,-Inf
7829,2.8937062931,-Inf
7830,2.8937617621,-Inf
7831,2.893817224,-Inf
7832,2.8938726788,-Inf
7833,2.8939281265,-Inf
7834,2.8939835672,-Inf
7835,2.8940390008,-Inf
7836,2.8940944273,-Inf
7837,2.8941498468,-Inf
7838,2.8942052591,-Inf
7839,2.8942606644,-Inf
7840,2.8943160627,-Inf
7841,2.8943714539,-Inf
7842,2.894426838,-Inf
7843,2.894482215,-Inf
7844,2.894537585,-Inf
7845,2.8945929479,-Inf
7846,2.8946483038,-Inf
7847,2.8947036526,-Inf
7848,2.8947589944,-Inf
7849,2.8948143291,-Inf
7850,2.8948696567,-Inf
7851,2.8949249774,-Inf
7852,2.8949802909,-Inf
7853,2.8950355975,-Inf
7854,2.8950908969,-Inf
7855,2.8951461894,-Inf
7856,2.8952014748,-Inf
7857,2.8952567531,-Inf
7858,2.8953120245,-Inf
7859,2.8953672888,-Inf
7860,2.895422546,-Inf
7861,2.8954777963,-Inf
7862,2.8955330395,-Inf
7863,2.8955882757,-Inf
7864,2.8956435048,-Inf
7865,2.895698727,-Inf
7866,2.8957539421,-Inf
7867,2.8958091502,-Inf
7868,2.8958643512,-Inf
7869,2.8959195453,-Inf
7870,2.8959747324,-Inf
7871,2.8960299124,-Inf
7872,2.8960850854,-Inf
7873,2.8961402514,-Inf
7874,2.8961954105,-Inf
7875,2.8962505625,-Inf
7876,2.8963057075,-Inf
7877,2.8963608455,-Inf
7878,2.8964159765,-Inf
7879,2.8964711005,-Inf
7880,2.8965262175,-Inf
7881,2.8965813275,-Inf
7882,2.8966364305,-Inf
7883,2.8966915266,-Inf
7884,2.8967466156,-Inf
7885,2.8968016977,-Inf
7886,2.8968567727,-Inf
7887,2.8969118408,-Inf
7888,2.8969669019,-Inf
7889,2.8970219561,-Inf
7890,2.8970770032,-Inf
7891,2.8971320434,-Inf
7892,2.8971870766,-Inf
7893,2.8972421028,-Inf
7894,2.8972971221,-Inf
7895,2.8973521343,-Inf
7896,2.8974071397,-Inf
7897,2.897462138,-Inf
7898,2.8975171294,-Inf
7899,2.8975721138,-Inf
7900,2.8976270913,-Inf
7901,2.8976820618,-Inf
7902,2.8977370253,-Inf
7903,2.8977919819,-Inf
7904,2.8978469316,-Inf
7905,2.8979018743,-Inf
7906,2.89795681,-Inf
7907,2.8980117388,-Inf
7908,2.8980666606,-Inf
7909,2.8981215755,-Inf
7910,2.8981764835,-Inf
7911,2.8982313845,-Inf
7912,2.8982862786,-Inf
7913,2.8983411657,-Inf
7914,2.8983960459,-Inf
7915,2.8984509192,-Inf
7916,2.8985057855,-Inf
7917,2.8985606449,-Inf
7918,2.8986154974,-Inf
7919,2.898670343,-Inf
7920,2.8987251816,-Inf
7921,2.8987800133,-Inf
7922,2.8988348381,-Inf
7923,2.8988896559,-Inf
7924,2.8989444669,-Inf
7925,2.8989992709,-Inf
7926,2.899054068,-Inf
7927,2.8991088582,-Inf
7928,2.8991636415,-Inf
7929,2.8992184179,-Inf
7930,2.8992731873,-Inf
7931,2.8993279499,-Inf
7932,2.8993827055,-Inf
7933,2.8994374543,-Inf
7934,2.8994921961,-Inf
7935,2.8995469311,-Inf
7936,2.8996016591,-Inf
7937,2.8996563803,-Inf
7938,2.8997110946,-Inf
7939,2.8997658019,-Inf
7940,2.8998205024,-Inf
7941,2.899875196,-Inf
7942,2.8999298827,-Inf
7943,2.8999845625,-Inf
7944,2.9000392355,-Inf
7945,2.9000939015,-Inf
7946,2.9001485607,-Inf
7947,2.900203213,-Inf
7948,2.9002578584,-Inf
7949,2.900312497,-Inf
7950,2.9003671287,-Inf
7951,2.9004217535,-Inf
7952,2.9004763714,-Inf
7953,2.9005309825,-Inf
7954,2.9005855866,-Inf
7955,2.900640184,-Inf
7956,2.9006947745,-Inf
7957,2.9007493581,-Inf
7958,2.9008039348,-Inf
7959,2.9008585047,-Inf
7960,2.9009130677,-Inf
7961,2.9009676239,-Inf
7962,2.9010221732,-Inf
7963,2.9010767157,-Inf
7964,2.9011312514,-Inf
7965,2.9011857801,-Inf
7966,2.9012403021,-Inf
7967,2.9012948172,-Inf
7968,2.9013493254,-Inf
7969,2.9014038268,-Inf
7970,2.9014583214,-Inf
7971,2.9015128091,-Inf
7972,2.90156729,-Inf
7973,2.9016217641,-Inf
7974,2.9016762313,-Inf
7975,2.9017306917,-Inf
7976,2.9017851453,-Inf
7977,2.9018395921,-Inf
7978,2.901894032,-Inf
7979,2.9019484651,-Inf
7980,2.9020028914,-Inf
7981,2.9020573108,-Inf
7982,2.9021117234,-Inf
7983,2.9021661293,-Inf
7984,2.9022205283,-Inf
7985,2.9022749205,-Inf
7986,2.9023293059,-Inf
7987,2.9023836844,-Inf
7988,2.9024380562,-Inf
7989,2.9024924212,-Inf
7990,2.9025467793,-Inf
7991,2.9026011307,-Inf
7992,2.9026554752,-Inf
7993,2.902709813,-Inf
7994,2.9027641439,-Inf
7995,2.9028184681,-Inf
7996,2.9028727854,-Inf
7997,2.902927096,-Inf
7998,2.9029813998,-Inf
7999,2.9030356968,-Inf
8000,2.903089987,-Inf
8001,2.9031442704,-Inf
8002,2.903198547,-Inf
8003,2.9032528169,-Inf
8004,2.90330708,-Inf
8005,2.9033613363,-Inf
8006,2.9034155858,-Inf
8007,2.9034698285,-Inf
8008,2.9035240645,-Inf
8009,2.9035782937,-Inf
8010,2.9036325161,-Inf
8011,2.9036867317,-Inf
8012,2.9037409406,-Inf
8013,2.9037951427,-Inf
8014,2.9038493381,-Inf
8015,2.9039035267,-Inf
8016,2.9039577085,-Inf
8017,2.9040118836,-Inf
8018,2.9040660519,-Inf
8019,2.9041202135,-Inf
8020,2.9041743683,-Inf
8021,2.9042285163,-Inf
8022,2.9042826576,-Inf
8023,2.9043367922,-Inf
8024,2.90439092,-Inf
8025,2.9044450411,-Inf
8026,2.9044991554,-Inf
8027,2.904553263,-Inf
8028,2.9046073638,-Inf
8029,2.9046614579,-Inf
8030,2.9047155453,-Inf
8031,2.9047696259,-Inf
8032,2.9048236998,-Inf
8033,2.904877767,-Inf
8034,2.9049318274,-Inf
8035,2.9049858811,-Inf
8036,2.9050399281,-Inf
8037,2.9050939683,-Inf
8038,2.9051480019,-Inf
8039,2.9052020287,-Inf
8040,2.9052560487,-Inf
8041,2.9053100621,-Inf
8042,2.9053640688,-Inf
8043,2.9054180687,-Inf
8044,2.9054720619,-Inf
8045,2.9055260484,-Inf
8046,2.9055800282,-Inf
8047,2.9056340013,-Inf
8048,2.9056879677,-Inf
8049,2.9057419274,-Inf
8050,2.9057958804,-Inf
8051,2.9058498266,-Inf
8052,2.9059037662,-Inf
8053,2.9059576991,-Inf
8054,2.9060116253,-Inf
8055,2.9060655448,-Inf
8056,2.9061194575,-Inf
8057,2.9061733636,-Inf
8058,2.9062272631,-Inf
8059,2.9062811558,-Inf
8060,2.9063350418,-Inf
8061,2.9063889212,-Inf
8062,2.9064427938,-Inf
8063,2.9064966598,-Inf
8064,2.9065505191,-Inf
8065,2.9066043717,-Inf
8066,2.9066582177,-Inf
8067,2.9067120569,-Inf
8068,2.9067658895,-Inf
8069,2.9068197155,-Inf
8070,2.9068735347,-Inf
8071,2.9069273473,-Inf
8072,2.9069811532,-Inf
8073,2.9070349525,-Inf
8074,2.9070887451,-Inf
8075,2.907142531,-Inf
8076,2.9071963103,-Inf
8077,2.9072500829,-Inf
8078,2.9073038488,-Inf
8079,2.9073576081,-Inf
8080,2.9074113608,-Inf
8081,2.9074651068,-Inf
8082,2.9075188461,-Inf
8083,2.9075725788,-Inf
8084,2.9076263048,-Inf
8085,2.9076800242,-Inf
8086,2.907733737,-Inf
8087,2.9077874431,-Inf
8088,2.9078411426,-Inf
8089,2.9078948354,-Inf
8090,2.9079485216,-Inf
8091,2.9080022012,-Inf
8092,2.9080558741,-Inf
8093,2.9081095404,-Inf
8094,2.9081632001,-Inf
8095,2.9082168531,-Inf
8096,2.9082704995,-Inf
8097,2.9083241393,-Inf
8098,2.9083777724,-Inf
8099,2.908431399,-Inf
8100,2.9084850189,-Inf
8101,2.9085386322,-Inf
8102,2.9085922388,-Inf
8103,2.9086458389,-Inf
8104,2.9086994324,-Inf
8105,2.9087530192,-Inf
8106,2.9088065994,-Inf
8107,2.908860173,-Inf
8108,2.90891374,-Inf
8109,2.9089673004,-Inf
8110,2.9090208542,-Inf
8111,2.9090744014,-Inf
8112,2.909127942,-Inf
8113,2.909181476,-Inf
8114,2.9092350034,-Inf
8115,2.9092885242,-Inf
8116,2.9093420384,-Inf
8117,2.909395546,-Inf
8118,2.909449047,-Inf
8119,2.9095025414,-Inf
8120,2.9095560292,-Inf
8121,2.9096095105,-Inf
8122,2.9096629852,-Inf
8123,2.9097164532,-Inf
8124,2.9097699147,-Inf
8125,2.9098233697,-Inf
8126,2.909876818,-Inf
8127,2.9099302598,-Inf
8128,2.9099836949,-Inf
8129,2.9100371236,-Inf
8130,2.9100905456,-Inf
8131,2.9101439611,-Inf
8132,2.91019737,-Inf
8133,2.9102507723,-Inf
8134,2.9103041681,-Inf
8135,2.9103575573,-Inf
8136,2.9104109399,-Inf
8137,2.910464316,-Inf
8138,2.9105176855,-Inf
8139,2.9105710485,-Inf
8140,2.9106244049,-Inf
8141,2.9106777547,-Inf
8142,2.910731098,-Inf
8143,2.9107844348,-Inf
8144,2.910837765,-Inf
8145,2.9108910886,-Inf
8146,2.9109444057,-Inf
8147,2.9109977163,-Inf
8148,2.9110510203,-Inf
8149,2.9111043178,-Inf
8150,2.9111576087,-Inf
8151,2.9112108931,-Inf
8152,2.911264171,-Inf
8153,2.9113174423,-Inf
8154,2.9113707071,-Inf
8155,2.9114239654,-Inf
8156,2.9114772171,-Inf
8157,2.9115304623,-Inf
8158,2.911583701,-Inf
8159,2.9116369331,-Inf
8160,2.9116901588,-Inf
8161,2.9117433779,-Inf
8162,2.9117965904,-Inf
8163,2.9118497965,-Inf
8164,2.911902996,-Inf
8165,2.9119561891,-Inf
8166,2.9120093756,-Inf
8167,2.9120625556,-Inf
8168,2.9121157291,-Inf
8169,2.9121688961,-Inf
8170,2.9122220565,-Inf
8171,2.9122752105,-Inf
8172,2.912328358,-Inf
8173,2.9123814989,-Inf
8174,2.9124346334,-Inf
8175,2.9124877613,-Inf
8176,2.9125408828,-Inf
8177,2.9125939978,-Inf
8178,2.9126471062,-Inf
8179,2.9127002082,-Inf
8180,2.9127533037,-Inf
8181,2.9128063927,-Inf
8182,2.9128594752,-Inf
8183,2.9129125512,-Inf
8184,2.9129656207,-Inf
8185,2.9130186837,-Inf
8186,2.9130717403,-Inf
8187,2.9131247904,-Inf
8188,2.913177834,-Inf
8189,2.9132308711,-Inf
8190,2.9132839018,-Inf
8191,2.9133369259,-Inf
8192,2.9133899436,-Inf
8193,2.9134429549,-Inf
8194,2.9134959596,-Inf
8195,2.9135489579,-Inf
8196,2.9136019497,-Inf
8197,2.9136549351,-Inf
8198,2.913707914,-Inf
8199,2.9137608864,-Inf
8200,2.9138138524,-Inf
8201,2.9138668119,-Inf
8202,2.913919765,-Inf
8203,2.9139727116,-Inf
8204,2.9140256517,-Inf
8205,2.9140785854,-Inf
8206,2.9141315126,-Inf
8207,2.9141844334,-Inf
8208,2.9142373478,-Inf
8209,2.9142902557,-Inf
8210,2.9143431571,-Inf
8211,2.9143960521,-Inf
8212,2.9144489407,-Inf
8213,2.9145018228,-Inf
8214,2.9145546985,-Inf
8215,2.9146075678,-Inf
8216,2.9146604306,-Inf
